id,set,series,publisher,generation,release_date,artist,name,set_num,types,supertype,subtypes,level,hp,evolvesFrom,evolvesTo,abilities,attacks,weaknesses,retreatCost,convertedRetreatCost,rarity,flavorText,nationalPokedexNumbers,legalities,resistances,rules,regulationMark,ancientTrait
swsh5-32,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,0313,Seadra,32,['Water'],Pokémon,['Stage 1'],,90,Horsea,['Kingdra'],,"[{'name': 'Water Gun', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '40', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Uncommon,It is capable of swimming backwards by rapidly flapping its winglike pectoral fins and stout tail.,[117],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-33,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kawayoo,Kingdra,33,['Water'],Pokémon,['Stage 2'],,150,Seadra,,"[{'name': 'Deep Sea King', 'text': ""When your Active Pokémon is Knocked Out by damage from an attack from your opponent's Pokémon, you may move any amount of Water Energy from that Pokémon to this Pokémon."", 'type': 'Ability'}]","[{'name': 'Aqua Burst', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '40×', 'text': 'This attack does 40 damage for each Water Energy attached to this Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Rare Holo,It stores energy by sleeping at underwater depths at which no other life forms can survive.,[230],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-34,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kodama,Galarian Mr. Mime,34,['Water'],Pokémon,['Basic'],,80,,['Mr. Rime'],,"[{'name': 'Pound', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Find It', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '', 'text': 'Search your deck for an Item card, reveal it, and put it into your hand. Then, shuffle your deck.'}]","[{'type': 'Metal', 'value': '×2'}]",['Colorless'],1,Common,It can radiate chilliness from the bottoms of its feet. It'll spend the whole day tap-dancing on a frozen floor.,[122],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-35,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,HYOGONOSUKE,Galarian Mr. Rime,35,['Water'],Pokémon,['Stage 1'],,110,Galarian Mr. Mime,,,"[{'name': 'Ball Juggling', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '10+', 'text': 'Discard any number of Item cards that have the word ""Ball"" in their name from your hand. This attack does 40 more damage for each card you discarded in this way.'}, {'name': 'Frost Smash', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '80', 'text': ''}]","[{'type': 'Metal', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare,Its amusing movements make it very popular. It releases its psychic power from the pattern on its belly.,[866],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-36,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,HYOGONOSUKE,Remoraid,36,['Water'],Pokémon,"['Basic', 'Rapid Strike']",,60,,['Octillery'],,"[{'name': 'Water Gun', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Sharp Fin', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Common,"Using its dorsal fin as a suction pad, it clings to a Mantine's underside to scavenge for leftovers.",[223],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-37,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Souichirou Gunjima,Octillery,37,['Water'],Pokémon,"['Stage 1', 'Rapid Strike']",,110,Remoraid,,"[{'name': 'Rapid Strike Search', 'text': ""Once during your turn, you may search your deck for a Rapid Strike card, reveal it, and put it into your hand. Then, shuffle your deck. You can't use more than 1 Rapid Strike Search Ability each turn."", 'type': 'Ability'}]","[{'name': 'Waterfall', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '50', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo,"It traps enemies with its suction-cupped tentacles, then smashes them with its rock-hard head.",[224],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-38,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,chibi,Corphish,38,['Water'],Pokémon,['Basic'],,70,,['Crawdaunt'],,"[{'name': 'Bubble Beam', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '30', 'text': ""Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.""}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,It was originally a Pokémon from afar that escaped to the wild. It can adapt to the dirtiest river.,[341],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-39,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Hasegawa Saki,Crawdaunt,39,['Water'],Pokémon,['Stage 1'],,130,Corphish,,,"[{'name': 'Knock Off', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60', 'text': ""Discard a random card from your opponent's hand.""}, {'name': 'Crabhammer', 'cost': ['Water', 'Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '140', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Uncommon,A brutish Pokémon that loves to battle. It will crash itself into any foe that approaches its nest.,[342],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-40,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ayaka Yoshida,Empoleon V,40,['Water'],Pokémon,"['Basic', 'V', 'Rapid Strike']",,210,,,"[{'name': ""Emperor's Eyes"", 'text': ""As long as this Pokémon is in the Active Spot, your opponent's Basic Pokémon in play have no Abilities, except for Pokémon with a Rule Box (Pokémon V, Pokémon-GX, etc. have Rule Boxes)."", 'type': 'Ability'}]","[{'name': 'Swirling Slice', 'cost': ['Water', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '130', 'text': 'Move an Energy from this Pokémon to 1 of your Benched Pokémon.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare Holo V,,[395],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,
swsh5-41,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,miki kudo,Frillish,41,['Water'],Pokémon,['Basic'],,80,,['Jellicent'],,"[{'name': 'Recover', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Discard an Energy from this Pokémon and heal all damage from it.'}, {'name': 'Rain Splash', 'cost': ['Water'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,Legend has it that the residents of a sunken ancient city changed into these Pokémon.,[592],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-42,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Tomokazu Komiya,Jellicent,42,['Water'],Pokémon,['Stage 1'],,120,Frillish,,,"[{'name': 'Sediment Sink', 'cost': ['Water', 'Water'], 'convertedEnergyCost': 2, 'damage': '10×', 'text': 'This attack does 10 damage for each Water Energy card in your discard pile.'}]","[{'type': 'Lightning', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare,"Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear.",[593],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-43,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Misa Tsutsui,Bruxish,43,['Water'],Pokémon,['Basic'],,110,,,,"[{'name': 'Bite', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}, {'name': 'Surf', 'cost': ['Water', 'Water', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '110', 'text': ''}]","[{'type': 'Lightning', 'value': '×2'}]",['Colorless'],1,Uncommon,"Its skin is thick enough to fend off Mareanie's spikes. With its robust teeth, Bruxish crunches up the spikes and eats them.",[779],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-44,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Hasuno,Electabuzz,44,['Lightning'],Pokémon,['Basic'],,80,,['Electivire'],,"[{'name': 'Haymaker', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ""During your next turn, this Pokémon can't use Haymaker.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,"While it's often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company.",[125],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-45,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Megumi Higuchi,Electivire,45,['Lightning'],Pokémon,['Stage 1'],,140,Electabuzz,,,"[{'name': 'Tumbling Attack', 'cost': ['Colorless', 'Colorless', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '60+', 'text': 'Flip a coin. If heads, this attack does 30 more damage.'}, {'name': 'Lightning Slam', 'cost': ['Lightning', 'Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 4, 'damage': '180', 'text': ""During your next turn, this Pokémon can't use Lightning Slam.""}]","[{'type': 'Fighting', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Rare,A single Electivire can provide enough electricity for all the buildings in a big city for a year.,[466],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-46,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sowsow,Shinx,46,['Lightning'],Pokémon,"['Basic', 'Rapid Strike']",,60,,['Luxio'],,"[{'name': 'Rear Kick', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.,[403],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-47,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Megumi Higuchi,Luxio,47,['Lightning'],Pokémon,"['Stage 1', 'Rapid Strike']",,80,Shinx,['Luxray'],,"[{'name': 'Jumping Kick', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""This attack does 30 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.)""}, {'name': 'Head Bolt', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '50', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Uncommon,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.,[404],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-48,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Kazuma Koda,Luxray,48,['Lightning'],Pokémon,"['Stage 2', 'Rapid Strike']",,150,Luxio,,,"[{'name': 'Electrostep', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""This attack does 40 damage to 1 of your opponent's Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Switch this Pokémon with 1 of your Benched Pokémon.""}, {'name': 'Scar Strikes', 'cost': ['Lightning', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '100+', 'text': ""If your opponent's Active Pokémon already has any damage counters on it, this attack does 100 more damage.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Rare Holo,Luxray's ability to see through objects comes in handy when it's scouting for danger.,[405],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-49,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Naoyo Kimura,Pachirisu,49,['Lightning'],Pokémon,['Basic'],,70,,,,"[{'name': 'Find a Friend', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for a Pokémon, reveal it, and put it into your hand. Then, shuffle your deck.'}, {'name': 'Gnaw', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.,[417],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-50,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,AKIRA EGAWA,Tapu Koko V,50,['Lightning'],Pokémon,"['Basic', 'V']",,210,,,,"[{'name': 'Electro Ball', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '40', 'text': ''}, {'name': 'Spiral Thunder', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '20+', 'text': ""This attack does 40 more damage for each Energy attached to all of your opponent's Pokémon.""}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Rare Holo V,,[785],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['V rule: When your Pokémon V is Knocked Out, your opponent takes 2 Prize cards.']",E,
swsh5-51,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,PLANETA Tsuji,Tapu Koko VMAX,51,['Lightning'],Pokémon,['VMAX'],,320,Tapu Koko V,,,"[{'name': 'Max Shock', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '180', 'text': 'If you have more Prize cards remaining than your opponent, their Active Pokémon is now Paralyzed.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Rare Holo VMAX,,[785],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,"['VMAX rule: When your Pokémon VMAX is Knocked Out, your opponent takes 3 Prize cards.']",E,
swsh5-52,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sui,Yamper,52,['Lightning'],Pokémon,['Basic'],,60,,['Boltund'],"[{'name': 'Ball Search', 'text': 'When you play this Pokémon from your hand onto your Bench during your turn, you may put a Poké Ball card, a Great Ball card, or 1 of each from your discard pile into your hand.', 'type': 'Ability'}]","[{'name': 'Flop', 'cost': ['Colorless', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '20', 'text': ''}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Common,"This gluttonous Pokémon only assists people with their work because it wants treats. As it runs, it crackles with electricity.",[835],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-53,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,chibi,Boltund,53,['Lightning'],Pokémon,['Stage 1'],,130,Yamper,,,"[{'name': 'Corner', 'cost': ['Lightning'], 'convertedEnergyCost': 1, 'damage': '30', 'text': ""During your opponent's next turn, the Defending Pokémon can't retreat.""}, {'name': 'Defiant Spark', 'cost': ['Lightning', 'Lightning', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '130', 'text': 'If this Pokémon has any damage counters on it, this attack can be used for Lightning.'}]","[{'type': 'Fighting', 'value': '×2'}]",['Colorless'],1,Rare,"It sends electricity through its legs to boost their strength. Running at top speed, it easily breaks 50 mph.",[836],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}",,,E,
swsh5-54,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Ryota Murayama,Galarian Slowpoke,54,['Psychic'],Pokémon,['Basic'],,70,,"['Slowbro', 'Slowking']",,"[{'name': 'Tantailizing', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Flip a coin. If heads, switch 1 of your opponent's Benched Pokémon with their Active Pokémon.""}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless']",2,Common,"Because Galarian Slowpoke eat the seeds of a plant that grows only in Galar, their tails have developed a spicy flavor.",[79],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
swsh5-55,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,kawayoo,Spoink,55,['Psychic'],Pokémon,['Basic'],,60,,['Grumpig'],,"[{'name': 'Headbutt Bounce', 'cost': ['Psychic'], 'convertedEnergyCost': 1, 'damage': '10', 'text': ''}, {'name': 'Power Gem', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ''}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Common,It bounces around on its tail to keep its heart pumping. It carries a pearl from Clamperl on its head.,[325],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
swsh5-56,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Tomokazu Komiya,Grumpig,56,['Psychic'],Pokémon,['Stage 1'],,130,Spoink,,,"[{'name': 'Dazzle Dance', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '30', 'text': ""Your opponent's Active Pokémon is now Confused.""}, {'name': 'Power Gem', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '120', 'text': ''}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless', 'Colorless']",3,Uncommon,It uses black pearls to amplify its psychic power. It does an odd dance to gain control over foes.,[326],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
swsh5-57,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,sui,Baltoy,57,['Psychic'],Pokémon,['Basic'],,60,,['Claydol'],,"[{'name': 'Self-Destruct', 'cost': ['Psychic', 'Colorless'], 'convertedEnergyCost': 2, 'damage': '60', 'text': 'This Pokémon also does 60 damage to itself.'}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Common,"It was discovered in ancient ruins. While moving, it constantly spins. It stands on one foot even when asleep.",[343],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
swsh5-58,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Shibuzoh.,Claydol,58,['Psychic'],Pokémon,['Stage 1'],,120,Baltoy,,,"[{'name': 'Power Split', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': ""Attach Psychic Energy cards from your discard pile to your Pokémon in any way you like until your Pokémon and your opponent's Pokémon have the same total amount of Energy attached.""}, {'name': 'Psyshot', 'cost': ['Psychic', 'Psychic', 'Colorless'], 'convertedEnergyCost': 3, 'damage': '100', 'text': ''}]","[{'type': 'Darkness', 'value': '×2'}]","['Colorless', 'Colorless']",2,Rare,It appears to have been born from clay dolls made by ancient people. It uses telekinesis to float and move.,[344],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
swsh5-59,Battle Styles,Sword & Shield,TPCI,Eighth,3/19/2021,Shibuzoh.,Chimecho,59,['Psychic'],Pokémon,['Basic'],,70,,,,"[{'name': 'Minor Errand-Running', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '', 'text': 'Search your deck for up to 2 basic Energy cards, reveal them, and put them into your hand. Then, shuffle your deck.'}, {'name': 'Pleasant Tone', 'cost': ['Colorless'], 'convertedEnergyCost': 1, 'damage': '20', 'text': ""Your opponent's Active Pokémon is now Asleep.""}]","[{'type': 'Darkness', 'value': '×2'}]",['Colorless'],1,Common,"Emitting ultrasonic cries, it floats on winds to travel great distances.",[358],"{'unlimited': 'Legal', 'standard': 'Legal', 'expanded': 'Legal'}","[{'type': 'Fighting', 'value': '-30'}]",,E,
