card_id,attack_name,description,damage
dp7-54,Self-abandonment,"Flip a coin. If heads, this attack does 30 damage to the Defending Pokémon. If tails, Bidoof does 10 damage to itself.",
dp7-55,Gyro Swap,Put a number of damage counters on the Defending Pokémon equal to the number of Colorless Energy in Bronzor's Retreat Cost (after applying effects to the Retreat Cost).,
dp7-55,Psyshock,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp7-56,Nap,Remove 2 damage counters from Cherubi.,
dp7-56,Bullet Seed,Flip 4 coins. This attack does 10 damage times the number of heads.,10×
dp7-58,Constrict,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",
dp7-58,Linear Attack,Choose 1 of your opponent's Pokémon. This attack does 10 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp7-59,Silhouette,"Put 1 damage counter on the Defending Pokémon. If the Defending Pokémon already has any damage counters on it, put 2 damage counters on that Pokémon instead.",
dp7-59,Will-o'-the-wisp,,20
dp7-60,Tackle,,10
dp7-60,Surprise Attack,"Flip a coin. If tails, this attack does nothing.",30
dp7-61,Aqua Liner,Choose 1 of your opponent's Benched Pokémon. This attack does 10 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp7-61,Mouth Pump,"Flip a coin. If heads, this attack does 10 damage plus 10 more damage.",10+
dp7-62,Pitch-Dark,You opponent can't play any Trainer cards from his or her hand during your opponent's next turn.,
dp7-62,Trick Gas,You may switch Gastly with 1 of your Benched Pokémon.,10
dp7-63,Bite,,10
dp7-63,Rock Slide,Does 10 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),20
dp7-64,Kick,,10
dp7-64,Knock Back,Your opponent switches the Defending Pokémon with 1 of his or her Benched Pokémon.,20
dp7-65,Sea Spray,"Flip a coin until you get tails. For each heads, draw a card.",
dp7-65,Splash,,10
dp7-67,Ram,,10
dp7-67,Random Spark,Choose 1 of your opponent's Pokémon. This attack does 20 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
dp7-68,Lullaby,The Defending Pokémon is now Asleep.,
dp7-68,Nightmare Feast,"If the Defending Pokémon is Asleep, this attack does 50 damage and remove 5 damage counters from Misdreavus. If the Defending Pokémon is not Asleep, this attack does nothing.",
dp7-69,Harden,"During your opponent's next turn, if Onix would be damaged by an attack, prevent that attack's damage done to Onix if that damage is 40 or less.",
dp7-69,Bind,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",30
dp7-70,Pika Punch,,20
dp7-70,Speed Bolt,"If Pikachu evolved from Pichu during this turn, prevent all effects of an attack, including damage, done to Pikachu during your opponent's next turn.",40
dp7-71,Smash Kick,,10
dp7-71,Agility,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Ponyta during your opponent's next turn.",20
dp7-72,Headbutt,,10
dp7-72,Petal Spikes,"Flip a coin. If heads, the Defending Pokémon is now Asleep and Poisoned. If Budew is anywhere under Roselia, the Defending Pokémon is now Asleep and Poisoned.",20
dp7-73,Stalk,The Defending Pokémon can't retreat during your opponent's next turn.,10
dp7-73,Dangerous Claw,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Poisoned.",20
dp7-74,Hide,"Flip a coin. If heads, prevent all effects of an attack, including damage, done to Snover during your opponent's next turn.",
dp7-74,Powder Snow,The Defending Pokémon is now Asleep.,10
dp7-75,Sand Attack,"If the Defending Pokémon tries to attack during your opponent's next turn, your opponent flips a coin. If tails, that attack does nothing.",
dp7-75,Double Stab,Flip 2 coins. This attack does 10 damage times the number of heads.,10×
dp7-76,Gnaw and Run,Switch Stunky with 1 of your Benched Pokémon.,10
dp7-76,Double Scratch,Flip 2 coins. This attack does 20 damage times the number of heads.,20×
dp7-77,Freezing Breath,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed. If tails, the Defending Pokémon is now Asleep.",
dp7-77,Take Down,"Flip a coin. If tails, Swinub does 10 damage to itself.",20
dp7-78,Ingrain,"Flip a coin. If tails, this attack does nothing. If heads, search your deck for a Grass Energy card and attach it to Tangela. Shuffle your deck afterward. If you do, prevent all effects of an attack, including damage, done to Tangela during your opponent's next turn.",
dp7-78,Tickle,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
dp7-79,Call for Friends,"Search your deck for a Basic Pokémon, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp7-79,Poison Breath,"Flip a coin. If heads, the Defending Pokémon is now Poisoned.",
dp7-80,Screech,"If an attack does damage to the Defending Pokémon (after applying Weakness and Resistance), that attack does 20 more damage to that Pokémon until the end of your next turn.",
dp7-80,Double Spin,Flip 2 coins. This attack does 10 damage times the number of heads.,10×
dp7-81,Outlet,"Search your deck for a Lightning Energy card, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
dp7-81,Bouncing Ball,"Flip a coin. If tails, Voltorb does 10 damage to itself.",20
dp7-101,Scratch,,10
dp7-101,Ember,Discard a Fire Energy attached to Charmander.,30
dp7-102,Slash,,30
dp7-102,Flamethrower,Discard a Fire Energy attached to Charmeleon.,50
dp7-103,Fire Spin,Discard 2 Energy attached to Charizard.,100
pl1-5,Time-Space Traveling,Draw cards until you have 7 cards in your hand.,50
pl1-6,Metal Burn,Discard all Metal Energy attached to Dialga.,100
pl1-14,Flower Aroma,Remove 2 damage counters from Shaymin. The Defending Pokémon is now Asleep.,10
pl1-14,Damage Aid,"If the Defending Pokémon is affected by a Special Condition, this attack does 30 damage plus 50 more damage. Then, remove all Special Conditions from the Defending Pokémon.",30+
pl1-15,Growth,Attach a Grass Energy card from your hand to Shaymin.,
pl1-15,Air Slash,"Flip a coin. If tails, discard an Energy attached to Shaymin.",40
pl1-16,Best Dash,"During your opponent's next turn, any damage done to Slaking by attacks is increased by 50 (after applying Weakness and Resistance).",150
pl1-21,Colorful Powder,"If Beautifly has 2 or less Energy attached to it, the Defending Pokémon is now Poisoned. If Beautifly has 3 Energy attached to it, the Defending Pokémon is now Burned and Poisoned. If Beautifly has 4 or more Energy attached to it, this attack does 20 damage plus 40 more damage and the Defending Pokémon is now Asleep, Burned, and Poisoned.",20+
pl1-21,Silver Scale,"If the Defending Pokémon has any Resistance, this attack's base damage is 60 damage instead of 30.",30
pl1-23,Energy Stream,"Flip a coin. If heads, search your discard pile for a basic Energy card and attach it to Dialga.",20
pl1-23,Diamond Blow,Dialga can't attack during your next turn.,100
pl1-26,Knock Off,Choose 1 card from your opponent's hand without looking and discard it.,40
pl1-26,Jet Smash,Choose 1 of your opponent's Pokémon. This attack does 70 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Empoleon can't use Jet Smash during your next turn.,
pl1-27,Strafe,You may switch Giratina with 1 of your Benched Pokémon.,20
pl1-27,Broken-space Blow,"If the Defending Pokémon is Knocked Out by this attack, put the Defending Pokémon and all cards attached to in the Lost Zone instead of the discard pile.",50
pl1-28,Dragon Claw,,30
pl1-28,Dragonbreath,"Flip a coin. If tails, this attack does nothing. If heads, the Defending Pokémon is now Paralyzed.",80
pl1-29,Swim,"If your opponent has any Water Energy attached to any of his or her Pokémon, you may do 30 damage to any 1 Benched Pokémon instead. (Don't apply Weakness and Resistance for Benched Pokémon.)",30
pl1-29,Water Slide,"You may move all Energy cards attached to Golduck to 1 of your Benched Pokémon. If you do, this attack does 40 damage plus 20 more damage.",40+
pl1-31,Rushing Flames,Discard as many Fire Energy cards as you like attached to your Pokémon in play. Flip a coin for each Energy card you discarded. This attack does 80 damage times the number of heads.,80×
pl1-31,Rage,Does 30 damage plus 10 more damage for each damage counter on Infernape.,30+
pl1-32,Revenge Melody,Does 20 damage times the number of Kricketot and Kricketune in your discard pile.,20×
pl1-32,Bug Buzz,"If the Defending Pokémon is Asleep, this attack does 50 damage plus 30 more damage. Remove the Special Condition Asleep from the Defending Pokémon.",50+
pl1-33,Harrumph,"Choose 1 of your opponent's Pokémon. This attack does 40 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.) Before doing damage, discard all Trainer cards attached to that Pokémon.",
pl1-33,Body Press,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed and discard an Energy card attached to the Defending Pokémon.",60
pl1-35,Love Call,"Choose 1 of your opponent's Pokémon. Search your deck for a Pokémon that is the same type as the Pokémon you chose, show it to your opponent, and put it into your hand. Shuffle your deck afterward.",
pl1-35,Sweet Kiss,Your opponent may draw a card.,30
pl1-36,Flame Bash,Flip a coin until you get tails. Search your deck for a number of basic Fire Energy cards up to the number of heads and attach them to any of your Pokémon in any way you like. Shuffle your deck afterward.,
pl1-36,Mysterious Flames,"If you have more Energy in play than your opponent, the Defending Pokémon is now Burned and Confused.",40
pl1-37,Tsunami,Does 10 damage to each of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),10
pl1-37,Water Pulse,"Flip a coin. If heads, the Defending Pokémon is now Asleep.",60
pl1-38,Energy Blow,Does 10 damage plus 10 more damage for each Energy attached to Shaymin.,10+
pl1-38,Aromatherapy,Remove 2 damage counters from each of your Pokémon.,40
pl1-39,Green Blast,Does 40 damage plus 10 more damage for each Grass Energy attached to all of your Pokémon.,40+
pl1-39,Soothing Scent,The Defending Pokémon is now Asleep.,80
pl1-42,Spike Wound,Choose 1 of your opponent's Pokémon that has any damage counters on it. This attack does 50 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
pl1-42,Poison Experiment,"You may discard a Grass or Darkness Energy attached to Cacturne. If you discard a Grass Energy, the Defending Pokémon is now Poisoned. If you discard a Darkness Energy, the Defending Pokémon is now Paralyzed.",20
pl1-44,Ascension,Search your deck for a card that evolves from Cascoon and put it onto Cascoon. (This counts as evolving Cascoon.) Shuffle your deck afterward.,
pl1-44,Poison Thread,The Defending Pokémon is now Poisoned.,20
pl1-45,Firebreathing,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",20+
pl1-45,High Jump Kick,,60
pl1-46,Rock Smash,"Flip a coin. If heads, this attack does 20 damage plus 20 more damage.",20+
pl1-46,Knock Over,You may discard any Stadium card in play.,40
pl1-48,Spark,Does 10 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),10
pl1-48,Tail Code,Move an Energy card attached to the Defending Pokémon to another of your opponent's Pokémon.,30
pl1-49,Absorb,Remove 1 damage counter from Grotle.,30
pl1-49,Razor Leaf,,60
pl1-51,Teleportation Burst,You may switch Kirlia with 1 of your Benched Pokémon.,30
pl1-51,Super Psy Bolt,,60
pl1-52,Interrupt,"Flip a coin. If heads, look at your opponent's hand and choose 1 card, then have your opponent shuffle that card into his or her deck.",20
pl1-52,Gentle Slap,,60
pl1-53,Aura Sphere,Does 10 damage to 1 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),30
pl1-53,Do the Wave,Does 20 damage plus 10 more damage for each of your Benched Pokémon.,20+
pl1-55,Upper Hand,Choose 1 of the Defending Pokémon's attacks. That Pokémon can't use that attack during your opponent's next turn.,30
pl1-55,Psybeam,"Flip a coin. If heads, the Defending Pokémon is now Confused.",60
pl1-56,Fire Tail Slap,"Flip a coin. If tails, discard a Fire Energy attached to Monferno.",40
pl1-56,Paralyzing Gaze,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
pl1-58,Water Vein,Reveal the top 5 cards of your deck. Flip a coin for each Energy card you find there. This attack does 50 damage times the number of heads. Shuffle the revealed cards back into your deck.,50×
pl1-58,Octazooka,"Any time the Defending Pokémon tries to attack, your opponent flips a coin. If tails, that attack does nothing. (If the Defending Pokémon is no longer your opponent's Active Pokémon, this effect ends.)",40
pl1-59,Surf,,30
pl1-59,Bubblebeam,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",50
pl1-60,Stealth Rock,Choose 1 of your opponent's Pokémon. This attack does 30 damage to that Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),
pl1-60,Hyper Beam,"Flip a coin. If heads, discard an Energy card attached to the Defending Pokémon.",70
pl1-62,Endure,"Flip a coin. If heads, during your opponent's next turn, if Shieldon would be Knocked Out by damage from an attack, Shieldon is not Knocked Out and its remaining HP becomes 10 instead.",
pl1-62,Rock Slide,Does 10 damage to 2 of your opponent's Benched Pokémon. (Don't apply Weakness and Resistance for Benched Pokémon.),30
pl1-63,Ascension,Search your deck for a card that evolves from Silcoon and put it onto Silcoon. (This counts as evolving Silcoon.) Shuffle your deck afterward.,
pl1-63,Sticky String,"Flip a coin. If heads, the Defending Pokémon is now Paralyzed.",20
pl1-64,Reckless Charge,"Flip a coin. If tails, Vigoroth does 10 damage to itself.",30
pl1-64,Fight Back,"If Vigoroth has any damage counters on it, this attack does 50 damage plus 20 more damage.",50+
